kullanıcı sayısı,ilan sayısı,kenar sayısı,ortalama kullanıcı derecesi,ortalama ilan derecesi,edge_weight_min,edge_weight_max,edge_weight_mean
42085,21017,96081,2.283,4.572,1.074877,34.005643,1.543639
