item_id
80250
113980
221756
241497
344828
447830
503556
565529
583768
602870
644786
648979
805610
828317
937717
946419
969252
976441
984361
991592
1012207
1037179
1056404
1092951
1099424
1105024
1125356
1144478
1149348
1151365
1160743
1161125
1161225
1171037
1172083
1178131
1178913
1203435
1217579
1221348
1223220
1234855
1246106
1284371
1286475
1297664
1314103
1315294
1324520
1336178
1339474
1340894
1347286
1352525
1379216
1398023
1402064
1405387
1406853
1421817
1423360
1426929
1456520
1468683
1482177
1483161
1496228
1502891
1502993
1513038
1521508
1527463
1530761
1532007
1538094
1540985
1571859
1575027
1584260
1585411
1597089
1600201
1609090
1610853
1611489
1612109
1616259
1627146
1629349
1633055
1647425
1650976
1651312
1652364
1652389
1652426
1655242
1661392
1661463
1665786
1672965
1675995
1678134
1679640
1685542
1698276
1700268
1704209
1711198
1714574
1715056
1715407
1716047
1728823
1744690
1752083
1755563
1756379
1756951
1757190
1760237
1761575
1765681
1780608
1790692
1792214
1798331
1804061
1805005
1807510
1811715
1819143
1821568
1821940
1822002
1828470
1832371
1849095
1855254
1856966
1865083
1866960
1869763
1871922
1877031
1881660
1883756
1900963
1904480
1907141
1912360
1912790
1913446
1914294
1915092
1916879
1920403
1922976
1924745
1930489
1931309
1933952
1939059
1942729
1942988
1943901
1944691
1945966
1949803
1951392
1954495
1956417
1960923
1962037
1966097
1967013
1968206
1971479
1976568
1977479
1978453
1982389
1984160
1985492
1991714
1992655
1997574
1999566
2000190
2002952
2010944
2011739
2012156
2012631
2015167
2020103
2022111
2030633
2031230
2037422
2040325
2040898
2042214
2042230
2045078
2049487
2050543
2051073
2052046
2052891
2053593
2053658
2057105
2061789
2063054
2063109
2068301
2068602
2073757
2073938
2077850
2078602
2083235
2087871
2089636
2093280
2094284
2094791
2103872
2105223
2106616
2106669
2108301
2108740
2108883
2119913
2123760
2131840
2133054
2133545
2134343
2146825
2147975
2149715
2150754
2151163
2156657
2157193
2160023
2161730
2164586
2166479
2166499
2172591
2175984
2176107
2178267
2179547
2182104
2185642
2191289
2191638
2191726
2194605
2196863
2200872
2209160
2229779
2230319
2230529
2232938
2233981
2235724
2237294
2239744
2240380
2243049
2248907
2253768
2259071
2259086
2259105
2259130
2259248
2259274
2265812
2267637
2270709
2271859
2272874
2276900
2282700
2304066
2308502
2309408
2309987
2310127
2312562
2313326
2313727
2315775
2316098
2317480
2321834
2324514
2327903
2328707
2329490
2332995
2333711
2336167
2337137
2341255
2344336
2346470
2346727
2349540
2349633
2350187
2350890
2353679
2354812
2355352
2356273
2356483
2356624
2359171
2360851
2363673
2366115
2367555
2369745
2369861
2374226
2374915
2375131
2375223
2375232
2375901
2377923
2378568
2379287
2379577
2379594
2379736
2382817
2384743
2386262
2386480
2386483
2387355
2388741
2390701
2395214
2395807
2399158
2401824
2403087
2405406
2407998
2408099
2408132
2409057
2409597
2409743
2410102
2411225
2415239
2417748
2422472
2425976
2426179
2426236
2428213
2429532
2431875
2432435
2433813
2437741
2439374
2440031
2440207
2445507
2445759
2445820
2445985
2446068
2449145
2449653
2451841
2452947
2453581
2455339
2456854
2457814
2458087
2458561
2459318
2464797
2465780
2466821
2470853
2473293
2474006
2475013
2477013
2477949
2479187
2479780
2481690
2484904
2489053
2489711
2490069
2490192
2490236
2490488
2490859
2491542
2492700
2492800
2494186
2494655
2496847
2496854
2496855
2496857
2496858
2496859
2496861
2496862
2497506
2498515
2499475
2500693
2503877
2506760
2506770
2508350
2509192
2509699
2510033
2513233
2513827
2514091
2514558
2515036
2515679
2517814
2519740
2529210
2530632
2531544
2534586
2534975
2536504
2537739
2545164
2546385
2546855
2546858
2547440
2549434
2551763
2552840
2554281
2555199
2556836
2556977
2561284
2561434
2562103
2562965
2566177
2568066
2569590
2570015
2571179
2572076
2574353
2574800
2574926
2576792
2576947
2579749
2582876
2584186
2585224
2585382
2585696
2587603
2588069
2588071
2588469
2589401
2589440
2591660
2592114
2592188
2592586
2593290
2594055
2594445
2594726
2595278
2595902
2598881
2599120
2603852
2604297
2604622
2605329
2606137
2608632
2610101
2611991
2611998
2613718
2615235
2615395
2615998
2617197
2617354
2621007
2621258
2621442
2621549
2621768
2621930
2622587
2622762
2625681
2627165
2629478
2629789
2630229
2630999
2631061
2631291
2633445
2633945
2636596
2636843
2637886
2638293
2639526
2642220
2645569
2647354
2647593
2647717
2648649
2650536
2650921
2651227
2652198
2652572
2652653
2654060
2654382
2654616
2656371
2656843
2657999
2658923
2658978
2661901
2661906
2662727
2664563
2664837
2665889
2666929
2668178
2670086
2670488
2671275
2671602
2672255
2672257
2674424
2674530
2675630
2675636
2675637
2675638
2677687
2681113
2682026
2683065
2683733
2684118
2684120
2684902
2686616
2686628
2687008
2687270
2687271
2688431
2689287
2690361
2690917
2691027
2691647
2691801
2692400
2695679
2696229
2698101
2698341
2699960
2700707
2702029
2703036
2704170
2704367
2705436
2705463
2707588
2709573
2712570
2712914
2714215
2714875
2715311
2715974
2716368
2719206
2719338
2720617
2722783
2723326
2723902
2725840
2726180
2729103
2730059
2731210
2731318
2732507
2732649
2733817
2734450
2734561
2736330
2736873
2741188
2741418
2741971
2743267
2743623
2747522
2748541
2750194
2751200
2751865
2752190
2752463
2753101
2754407
2755029
2756317
2757423
2757597
2757627
2758153
2758982
2759832
2761880
2761902
2762207
2762887
2764332
2764760
2764806
2765017
2765232
2765360
2765370
2765724
2765983
2766218
2766474
2766507
2767669
2769753
2769952
2771283
2771540
2772134
2774781
2774801
2775939
2777870
2778370
2779412
2780181
2781326
2782572
2786357
2786367
2786945
2790230
2790462
2790696
2790833
2791085
2793141
2795063
2795090
2795237
2795428
2795834
2795912
2797159
2797313
2798132
2801673
2801778
2802056
2802064
2802185
2803094
2803112
2805886
2805888
2806549
2807723
2808429
2809097
2809382
2809793
2812014
2813369
2815984
2816954
2817331
2819717
2819825
2820089
2822633
2822780
2823731
2826624
2826918
2827157
2828572
2828603
2829019
2830298
2832000
2832099
2833128
2833839
2834450
2834554
2834820
2835080
2835860
2837137
2837192
2837868
2838391
2838910
2839552
2839835
2839856
2841256
2841286
2841429
2842550
2842872
2843565
2844805
2844970
2845990
2847619
2848238
2850449
2852560
2853070
2854553
2855461
2855539
2857551
2857575
2858638
2861484
2862753
2864244
2865231
2866095
2866849
2867042
2867725
2869409
2870827
2871594
2871976
2872830
2874039
2874628
2875131
2880892
2881524
2882551
2883242
2884509
2885438
2887646
2888245
2889378
2890598
2893337
2893920
2894501
2895095
2896418
2897046
2899194
2899509
2900373
2901212
2901504
2902177
2902713
2904561
2904615
2906588
